date,strategy_return,benchmark_return,turnover,strategy_growth,benchmark_growth,strategy_return_net_10bps,strategy_net_growth_10bps
2023-08-31,-0.027800897751317555,-0.016251942403619823,0.0,1.544777459188172,2.345913733643549,-0.027800897751317555,1.46253303772652
2023-09-30,-0.04752023374632253,-0.04743460636152308,1.0,1.4713692732414998,2.2346362391300763,-0.04852023374632253,1.39157059287431
2023-10-31,-0.019868608088620898,-0.021708441369235443,1.0,1.4421352137978254,2.186125769351352,-0.0208686080886209,1.3625304515439662
2023-11-30,0.03343196254662312,0.0913436898661879,0.0,1.4903486242526804,2.3858145636354635,0.03343196254662312,1.4080825185686174
2023-12-31,0.006371193990694801,0.04565525434007034,0.0,1.4998439244515593,2.4947395343464844,0.006371193990694801,1.417053685449324
2024-01-31,-0.017330964323152565,0.015926587106046775,1.0,1.4738501829065924,2.534472220847152,-0.018330964323152565,1.3910777248973605
2024-02-29,0.028375154189609897,0.0521867603597006,1.0,1.515670909098952,2.666738115274821,0.027375154189609896,1.4291586921061574
2024-03-31,0.03324421000891098,0.03270189842569571,1.0,1.5660581911054345,2.7539455142484695,0.03224421000891098,1.4752407851104892
2024-04-30,-0.005212299096045203,-0.040319571262241616,1.0,1.5578954274115815,2.6429076118343975,-0.006212299096045203,1.4660761481146984
2024-05-31,0.05059081916896957,0.050579787626914285,1.0,1.6367106332639256,2.7765853175585367,0.04959081916896957,1.538780065263794
2024-06-30,0.016966547557780653,0.035280092518306994,1.0,1.6644799620615234,2.8745435044469745,0.015966547557780653,1.5633490703567932
2024-07-31,0.032890424358512194,0.012108885367641875,0.0,1.7192254143499672,2.9093510222266223,0.032890424358512194,1.6147682847013136
2024-08-31,0.022144172434283127,0.023365854599201263,0.0,1.757296238378735,2.977330495190007,0.022144172434283127,1.6505259920391513
2024-09-30,0.04179262904852388,0.02100466450108729,1.0,1.830738268197664,3.0398683233503294,0.040792629048523876,1.7178552865673513
2024-10-31,0.004713799696758503,-0.008923646360100457,0.0,1.8393680016911385,3.0127416134514795,0.004713799696758503,1.7259529122962476
2024-11-30,0.005675137686221077,0.059633309413379854,0.0,1.8498066683563652,3.1924013662689967,0.005675137686221077,1.7357479327134633
2024-12-31,-0.05389111939503316,-0.024060172916501865,1.0,1.7501185163342439,3.1155916373776877,-0.05489111939503316,1.6404707856992065
